mailingAddr1,totalActualVal
3185 17TH ST,125700
3185 17TH ST,125700
3185 17TH ST,125700
40 SOUTH BOULDER CR 4023,130000
40 S BOULDER CIR APT 4033,192300
2100 NORTH FIRST ST,125700
40 S BOULDER CIR APT 4024,130000
2660 HAMPTONS CHASE,192300
555 JACK PINE CT,169300
2146 LINDEN DR,189300
555 JACK PINE CT,169300
170-1 KNIGHT CR,175100
40 SOUTH BOULDER CIR UNIT 4036,194800
215 N ELLSWORTH ST,125700
40 S BOULDER CIR UNIT 4027,130000
40 S BOULDER CIR #4037,192300
9627 E ASPEN HILL PL,125700
621 LAKESHORE VILLAGE DR,130000
50 S BOULDER CIR UNIT D-5021,130000
PO BOX 1008,192300
PO BOX 1008,192300
PO BOX 1008,192300
50 S BOULDER CIR APT 5012,125700
50 SOUTH BOULDER CIR UNIT 5022,130000
2245 STONY HILL RD,203700
50 SOUTH BOULDER CIR APT 5013,125700
50 SOUTH BOULDER CIR D-5023,130000
50 S BOULDER CIR UNIT 5033,203700
50 SOUTH BOULDER CR 50-14,169900
50 S BOULDER CIR APT 5024,175700
50 SOUTH BOULDER CIR,195500
MICHAEL A FRIEDBERG,169900
50 SOUTH BOULDER CIR UNIT 5025,175700
50 SOUTH BOULDER CIR UNIT 5016,125700
50 SOUTH BOULDER CIR APT 5026,130000
50 SOUTH BOULDER RD UNIT 5036,203700
498 CANYONSIDE DR,125700
50 SOUTH BOULDER CIR UNIT 5027,130000
50 SOUTH BOULDER CIR UNIT 5037,203700
18886 DENVER WEST CT #932,125700
50 S BOULDER CIR APT 5028,130000
50 S BOULDER CIR APT 5038,203700
P O BOX 7494,169300
60 SOUTH BOULDER CIR UNIT 6021,189300
60 S BOULDER CIR APT 6022,178700
60 S BOULDER CIR UNIT E-6032,194800
60 SOUTH BOULDER CIR APT #E-6013,125700
1285 GEORGETOWN RD,125700
60 SOUTH BOULDER CIR UNIT 6034,192300
60 SOUTH BOULDER CIR # 6015,169300
60 S BOULDER CIR APT 6025,175100
113 MISTY BROOK,194800
60 SOUTH BOULDER RD UNIT 60-6016,169300
5453 PUEBLO PL,175100
60 SOUTH BOULDER CIR # 6036,183900
932 OXBOW LN,125700
60 S BOULDER CIR UNIT 6027,130000
2185 STONY HILL RD,203700
60 S BOULDER CIR APT 6018,125700
60 S BOULDER CIR 6028,130000
"3601 ARAPAHOE AVE., #408",203700
"2600 9TH ST, APT 82",125700
70 SOUTH BOULDER CIR UNIT 7021,130000
JULIE M PENNER,203700
6968 S BOULDER RD,125700
54 HURON CT,130000
PO BOX 2077,192300
PO BOX 2077,192300
70 SOUTH BOULDER CIR UNIT 7013,125700
70 S BOULDER CIR APT 7023,130000
70 S BOULDER CIR UNIT 7033,203700
4637 TALBOT DR,169900
2598 NW MASER DR,175700
2598 NW MASER DR,175700
835 COUNTRY CLUB COURT,195500
3375 75TH ST,1800
97 MARIGOLD ST,120800
1280 ELDER AVE,676100
P O BOX 44,60
113 COUNTY ROAD 82 E,1506
PO BOX 3132,60
113 COUNTY ROAD 82 E,469300
1024 LINDEN DR,1400000
921 WALNUT ST STE 200,13700
921 WALNUT ST STE 200,13700
PO BOX 4427,1000200
3685 IRIS AVE,324400
3675 IRIS AVE UNIT 7,325900
1777 BROADWAY,448400
KATHERINE ALTON JONES,376000
2251 CHESTNUT CIR,369600
2251 CHESTNUT CIR,369600
2227 CHESTNUT CIR,299600
911 REESE CT,298100
2187 CHESTNUT CR,325100
2157 CHESTNUT CIR,317000
2149 CHESTNUT CR,298400
2127 CHESTNUT CIR,323500
2119 CHESTNUT CIR,316500
8936 KATHERINE CT,298500
2103 CHESTNUT CR,354700
2099 CHESTNUT CIR,349400
2097 CHESTNUT CR,369100
2093 MEADOW SWEET LANE,343200
2091 MEADOW SWEET LN,355400
2089 MEADOW SWEET LANE,384600
2087 MEADOW SWEET LANE,334400
2083 MEADOW SWEET LN,365500
2079 MEADOW SWEET LN,346600
4155 E JEWEL AVE STE 500,376500
2075 MEADOW SWEET LN,378000
PO BOX 750,0
PO BOX 750,0
2238 CHESTNUT CIR,364900
2238 CHESTNUT CIR,364900
2202 CHESTNUT CIR,312600
2190 CHESTNUT CIR,338300
2170 CHESTNUT CR,322500
2150 CHESTNUT CR,324400
2130 CHESTNUT CIR,339200
2102 CHESTNUT CIR,364000
2095 MEADOW SWEET LN,340900
2113 MEADOW SWEET LN,338200
2135 MEADOW SWEET LN,328900
2159 MEADOW SWEET LN,324200
2175 MEADOW SWEET LN,340600
2183 MEADOW SWEET LN,334500
2251 MEADOW SWEET LN,311900
2160 MEADOW SWEET LN,348500
2140 MEADOW SWEET LN,342800
2120 MEADOW SWEET LN,352100
2100 MEADOW SWEET LN,328700
2101 WILLOWBROOK CIR,332500
2131 WILLOW BROOK CIR,365700
2153 WILLOW BROOK CIR,322700
2185 WILLOW BROOK CIR,365700
2280 MEADOW SWEET LN,398100
2280 MEADOW SWEET LN,398100
2240 MEADOW SWEET LN,332000
2220 MEADOW SWEET LANE,341700
2200 MEADOW SWEET LN,384900
2180 MEADOW SWEET LN,331000
2181 COTTONWOOD PL,342100
1629 LANDFALL DR,349400
2225 COTTONWOOD PL,331400
2259 COTTONWOOD PL,362100
2271 COTTONWOOD PL,391600
2281 COTTONWOOD PL,440700
2291 COTTONWOOD PL,393000
2290 COTTONWOOD PL,448600
2278 COTTONWOOD PL,454200
5040 35TH,382100
2244 COTTONWOOD PL,422700
JANETTE P PATTON,346800
2198 COTTONWOOD PL,347800
2188 COTTONWOOD PL,376800
2172 WILLOW BROOK CIR,373200
2154 WILLOW BROOK CIR,346900
2138 WILLOW BROOK CIR,364100
2122 WILLOW BROOK CIR,346700
2104 WILLOW BROOK CIR,374400
2098 WILLOWBROOK CIR,367900
2094 MEADOW SWEET LANE,338500
DEBBIE CHIEN-HUI BARDAY,322000
2086 MEADOW SWEET LANE,346800
2082 MEADOW SWEET LN,378300
2078 MEADOW SWEET LN,380700
2078 MEADOW SWEET LN,380700
2074 MEADOW SWEET LN,361600
PO BOX 750,0
1740 SUMAC AVE,1137600
FKA MORELAND FAMILY LTD PARTNERSHIP,383600
FKA MORELAND FAMILY LTD PARTNERSHIP,418600
2625 COLORADO AVE,417600
2625 COLORADO AVE,420000
2625 COLORADO AVE,0
620 NORTH ST,282800
2245 16TH ST,930800
3091 29TH ST  UNIT 101,251200
310 29TH ST,244700
1164 OAK HAVEN RD,244700
3091 29TH ST UNIT 104,244700
3374 SENTINEL DR,244700
3374 SENTINEL DR,244700
3091 29TH ST 106,244700
3091 29TH ST UNIT 207,307500
3091 29TH ST UNIT 208,273600
449 BAYARD RD,299400
3091 29TH ST  APT 210,299400
3091 29TH ST UNIT 211,260400
3091 29TH ST UNIT 212,290300
DAVID M BASCH,274000
2043 PEARL ST,990300
835 JUNIPER AVE,2938000
835 JUNIPER AVE,2938000
1256 TYLER PL,262300
1252 TYLER PL,340800
1248 TYLER PL,339500
2290 STONY HILL RD,274300
1240 TYLER PL,264400
1234 TYLER PL,370500
BARBARA J COLEMAN,369100
1226 TYLER PL,293900
1208 ST JOHN ST,314800
1223 ST JOHN ST,330700
1249 ST JOHN ST,305100
1263 ST JOHN ST,278600
1277 ST JOHN ST,303000
1291 ST JOHN ST,259600
1303 SAINT JOHN ST,332300
1317 ST JOHN ST,322000
1331 ST JOHN ST,279700
1314 WASHBURN AVE,286300
1302 WASHBURN AVE,299000
1288 WASHBURN AVE,281500
1274 WASHBURN AVE,271000
1222 C W BIXLER BLVD,275000
1225 TYLER PL,289600
1229 TYLER PL,318400
1233 TYLER PL,320100
1239 TYLER PL,334500
1243 TYLER PL,262000
1247 TYLER PL,314100
1251 TYLER PL,275200
1212 C W BIXLER BLVD,324600
1212 C W BIXLER BLVD,324600
1212 C W BIXLER BLVD,324600
1200 C W BIXLER BLVD,296100
1188 C W BIXLER BLVD,280300
1176 C W BIXLER BLVD,319800
1166 C W BIXLER BLVD,312200
1153 ALLEN AVE,324100
1167 ALLEN AVE,280200
1181 ALLEN AVE,303600
1193 ALLEN AVE,305600
1207 ALLEN AVE,315300
1155 ST JOHN ST,322600
1169 ST JOHN ST,360800
1183 ST JOHN ST,299200
PO BOX 750,0
1045 WHITE LN,317400
1055 WHITE LN,269600
1317 WASHBURN AVE,339700
1335 WASHBURN AVE,400100
1338 ST JOHN ST,274200
1324 ST JOHN ST,292200
1312 ST JOHN ST,288000
1298 ST JOHN ST,259000
1284 ST JOHN ST,300000
1462 WASHBURN ST,262500
1258 ST JOHN ST,277800
KIRA WENDT ABDALLAH,283000
1232 ST JOHN ST,298400
1218 ST JOHN ST,436500
1206 ST JOHN ST,405000
1192 ST JOHN ST,340900
1178 ST JOHN ST,405300
1166 ST JOHN ST,315100
1152 ST JOHN ST,253100
1385 WASHBURN ST,292500
1214 ALLEN AVE,287900
1201 ALLEN AVE,294500
1188 ALLEN AVE,279500
1174 ALLEN AVE,316200
1162 ALLEN AVE,358900
1148 ALLEN AVE,279000
1148 ALLEN AVE,279000
PO BOX 750,238000
PO BOX 750,6600
2977 DICKENS ST,389900
2959 DICKENS ST,335100
2939 DICKENS ST,379200
2921 DICKENS ST,315600
2901 DICKENS ST,331500
2883 DICKENS ST,334600
1782 HAUCK ST,338000
1768 HAUCK ST,331600
1752 HAUCK ST,304400
2853 ODELL DR,332600
2845 ODELL DR,399200
2837 ODELL DRIVE,345900
2930 HUNT CT,292500
2940 HUNT CT,332300
2950 HUNT COURT,315800
2958 HUNT COURT,360400
2968 HUNT CT,335400
2968 HUNT CT,335400
2965 HUNT CT,316500
2955 HUNT CT,312100
2943 HUNT CT,325500
2933 HUNT CT,351500
2915 PRINCE CIR,335800
2911 PRINCE CIR,322200
2905 PRINCE CIR,297600
2901 PRINCE CIR,335900
2897 PRINCE DR,316300
2891 PRINCE CR,336900
2887 PRINCE CIR,292100
ROBYN M ZIPOLI,350500
2877 PRINCE CIR,298100
2873 PRINCE CIR,417000
2867 PRINCE CIR,379900
2863 PRINCE CIR,364700
2859  PRINCE CR,362100
2853 PRINCE CIR,373700
2849 PRINCE CIR,347500
2845 PRINCE CIR,395600
2839 PRINCE CIR,325800
2835 PRINCE CIR,411700
2829 PRINCE CIR,365900
2825 PRINCE CIR,359200
2821 PRINCE CIR,382300
2815 PRINCE CR,316700
2811 PRINCE CIR,332800
2741 ODELL DR,308000
2733 ODELL DR,346800
2725 ODELL DR,388500
2717 ODELL DR,325900
2711 ODELL DR,379600
2703 ODELL DR,384600
2695 ODELL DR,386900
2830 PRINCE CIR,374700
2840 PRINCE CIR,351400
1571 HAYS CT,328000
1579 HAYS CT,368600
1585 HAYS CT,325300
1588 HAYS CT,352600
1582 HAYS CT,349500
1576 HAYS CT,335800
2866 PRINCE CIR,330700
2874 PRINCE CIR,314600
2874 PRINCE CIR,314600
2884 PRINCE CIR,338100
2892 PRINCE CR,368300
2902 PRINCE CIR,331000
INTER VIVOS TRUST,292300
2801 ODELL DR,375500
2793 ODELL DR,332400
2785 ODELL DR,308300
2777 ODELL DR,353900
2771 ODELL DR,314500
2763 ODELL DR,354700
2755 ODELL DR,380600
2834 ODELL DR,342600
2844 ODELL DR,337500
2856 ODELL DR,349500
2866 ODELL DR,352800
2878 ODELL DR,338800
1724 WOODWARD ST,370600
1716 WOODWARD ST,335300
1706 WOODWARD ST,318000
1692 POWELL ST,372400
1680 POWELL ST,342700
1664 POWELL ST,348000
2810 ODELL DR,347400
2822 ODELL DR,335800
2766 ODELL DR,360500
2776 ODELL DR,312100
2788 ODELL DR,314700
2800 ODELL DR,331600
1659 POWELL ST,317700
1671 POWELL ST,328500
1685 POWELL ST,366100
MAUREEN B MCCALLUM,358700
1700 WOODWARD ST,372500
1692 WOODWARD ST,335200
1684 WOODWARD ST,340900
1678 WOODWARD ST,317400
1670 WOODWARD ST,337800
1662 WOODWARD ST,291000
1654 WOODWARD ST,314300
1646 WOODWARD ST,309400
2720 ODELL DR,361000
2732 ODELL DR,349200
2744 ODELL DR,338100
2754 ODELL DR,294400
1611 PICKETT CT,319500
1621 PICKETT CT,348600
CYNTHIA A DAVENPORT,334300
1637 PICKETT CT,374400
1636 PICKETT CT,351800
1626 PICKETT CT,291100
1595 WOODWARD ST,337300
1607 WOODWARD ST,291800
1621 WOODWARD ST,330800
1633 WOODWARD ST,328900
1647 WOODWARD ST.,337700
1659 WOODWARD ST,293100
1684 WALKER ST,289800
JUN CHEN,284400
1664 WALKER ST,298900
1654 WALKER ST,292200
1644 WALKER ST,300800
1634 WALKER ST,272300
1622 WALKER ST,245000
243 GALLAGHER CT,279700
243 GALLAGHER CT,279700
1602 WALKER ST,282300
295 W 4TH AVE DR,282700
1673 WOODWARD ST,321300
1685 WOODWARD ST,339500
1699 WOODWARD ST,322800
1725 POWELL ST,332500
1737 POWELL ST,332300
1751 POWELL ST,344400
1736 WALKER ST,314600
1726 WALKER ST,277600
1716 WALKER ST,301300
1704 WALKER ST,324400
1694 WALKER ST,291100
1697 WALKER ST,276300
1705 WALKER ST,312600
1705 WALKER ST,312600
1715 WALKER ST,286000
1715 WALKER ST,286000
1725 WALKER ST,304400
1735 WALKER ST,288400
1743 WALKER ST,265300
1765 POWELL ST,364900
1777 POWELL ST,352600
1791 POWELL ST,336200
1780 MACCULEN DR,281900
1760 MACCULLEN DR,272800
1750 MACCULLEN DR,321600
1742 MACCULLEN DR,274200
13720 SAINT ANDREWS #44F,258200
1722 MACCULLEN DR,274400
1593 WALKER ST,268500
14833 WALNUT CREEK DR,309200
1611 WALKER ST,257700
1621 WALKER ST,277800
1631 WALKER ST,285500
1541 WALKER ST,296200
1649 WALKER ST,282600
1659 WALKER ST,287900
1669 WALKER ST,282400
1677 WALKER ST,304100
1687 WALKER ST,249000
RENE A BASTRES,314700
1702 MACCULLEN DR,271800
1692 MACCULLEN DR,282100
1682 MACCULLEN DR,271100
EUBANK,262200
1662 MACCULLEN DR,251400
1652 MACCULLEN DR,298200
1644 MACCULLEN DR,271400
1634 MACCULLEN DR,274700
1624 MACULLEN DR,245300
1614 MACCULLEN DR,271100
1604 MACCULLEN DR,255300
1594 MACCULLEN DR,274500
5802 BOB BULLOCK LOOP SUITE C1  84-244,261900
1583 HOLEMAN DR,268700
1589 HOLEMAN DRIVE,273000
1597 HOLEMAN DR,271700
1603 HOLEMAN DR,248900
1609 HOLEMAN DR,292400
10865 W ROCKLAND DR,274700
1621 HOLEMAN DR,312300
1627 HOLEMAN DR,267800
1635 HOLEMAN DR,251000
2558 BETTS CIR,281900
2566 BETTS CIR,309200
2576 BETTS CIR,263200
770 LINDEN AVE,278900
2592 BETTS CIR,275900
2602 BETTS CIR,255400
2610 BETTS CIR,267900
2618 BETTS CIR,283100
2628 BETTS CR,284200
2636 BETTS CIR,278800
2646 BETTS CIR,284700
2654 BETTS CIR,272100
2662 BETTS CIR,281200
2672 BETTS CIR,251900
2647 BETTS CIR,293200
2641 BETTS CIR,258800
MANUEL YBIERNAS,321300
2631 BETTS CIR,306200
2627 BETTS CIR,315400
2621 BETTS CIR,285500
2615 BETTS CIR,257400
2611 BETTS CIR,294900
2605 BETTS CIR,317300
2599 BETTS CIR,301500
2595 BETTS CIR,292200
2585 BETTS CR,312400
2579 BETTS CIR,319300
4770 BASELINE RD #200,280000
2569 BETTS CIR,337600
16152 BEACH BLVD STE 100,299100
2559 BETTS CIR,301900
2553 BETTS CR,281600
1653 HOLEMAN DR,316600
1659 HOLEMAN DR,303300
1667 HOLEMAN DR,297400
1673 HOLEMAN DR,317600
1679 HOLEMAN DR,286400
1685 HOLEMAN DR,295400
1691 HOLEMAN DR,292200
1697 HOLEMAN DR,321900
1705 HOLEMAN DR,332300
136 E 11TH AVE PL,301100
1717 HOLEMAN DR,306600
1723 HOLEMAN DR,292600
1729 HOLEMAN DR,303800
1737 HOLEMAN DR,306200
1743 HOLEMAN DR,313300
1749 HOLEMAN DR,360200
PETER LABELLA JR,260000
1761 HOLEMAN DR,325700
1767 HOLEMAN DR,334600
1775 HOLEMAN DR,321000
1781 HOLEMAN DR,277900
1787 HOLEMAN DR,281100
2557 WHARTON CT,334900
2551 WHARTON CT,295900
2547 WHARTON CT,354800
2547 WHARTON CT,354800
2541 WHARON CT,413800
2535 WHARTON CT,388300
2534 WHARTON CT,330800
2542 WHARTON CT,382000
2550 WHARTON CT,319100
1837 SOUTHARD ST,397400
1847 SOUTHARD ST,359400
1859 SOUTHARD ST,359800
1869 SOUTHARD ST,361600
1881 SOUTHARD ST,368600
1891 SOUTHARD ST,391500
1903 SOUTHARD ST,357000
1903 SOUTHARD ST,357000
1913 SOUTHARD ST,312500
1925 SOUTHARD ST,356100
1918 SOUTHARD ST,377000
1918 SOUTHARD ST,377000
1908 SOUTHARD ST,337700
1896 SOUTHARD ST,409100
1886 SOUTHARD ST,371800
1874 SOUTHARD ST,324600
1864 SOUTHARD ST,328300
1852 SOUTHARD ST,335800
1842 SOUTHARD ST,338200
1830 SOUTHARD ST,336200
1820 SOUTHARD ST,351300
1808 SOUTHARD ST,352800
2618 HUGHS DR,358700
PO BOX 750,0
1679 MACCULLEN DR,262400
1669 MACCULLEN DR,320800
1657 MACCULLEN DR,285600
2624 FREEMAN CT,306200
2616 FREEMAN CT,291200
2606 FREEMAN CT,308900
2598 FREEMAN CT,291900
2590 FREEMAN CT,298400
2589 FREEMAN CT,308900
2603 FREEMAN CT,329500
2615 FREEMAN CT,319000
1647 MACCULLEN DR,295400
1647 MACCULLEN DR,295400
2624 PAYNE CT,272000
2618 PAYNE CT,289300
2612 PAYNE CT,284400
433 WAVERLEY ST,291700
2598 PAYNE CT,328400
2592 PAYNE CT,321300
2593 PAYNE CT,312600
3914 YOSEMITE CT,281700
2611 PAYNE CT,292400
338 MEADOWVIEW PKWY,279600
1617 MACCULLEN DR,305000
1607 MACCULLEN DR,279400
1604 HOLEMAN DR,275100
1612 HOLEMAN DR,261800
1620 HOLEMAN DRIVE,279100
1628 HOLEMAN DRIVE,266400
1636 HOLEMAN DR,289200
1644 HOLEMAN DR,254800
223 W DIVISION ST,286400
NEDA KHALILI-MILANI,284300
1668 HOLEMAN DR,266200
1676 HOLEMAN DR,282800
1684 HOLEMAN DR,279000
1692 HOLEMAN DR,275700
1700 HOLEMAN DR,271200
1708 HOLEMAN DR,262600
1716 HOLEMAN DR,288700
1724 HOLEMAN DR,262400
1732 HOLEMAN DR,311400
1740 HOLEMAN DR,309600
1748 HOLEMAN DR,314000
1756 HOLEMAN DR,299300
1764 HOLEMAN DR,285500
1772 HOLEMAN DR,289400
1793 SOUTHARD ST,291800
1781 SOUTHARD ST,270000
1771 SOUTHARD ST,334000
1759 SOUTHARD ST,288600
1749 SOUTHARD ST,271000
1737 SOUTHARD ST,288100
1727 SOUTHARD ST,296300
1805 POWELL ST,379200
2696 JASON CT,248900
2692 JASON CT,299000
2688 JASON CT,284500
2908 DICKENS ST,308100
2678 JASON CT,288400
2679 JASON CT,288300
2691 JASON CT,307400
PO BOX 68,295100
1722 SOUTHARD ST,249400
1732 SOUTHARD ST,271100
1744 SOUTHARD ST,245900
1754 SOUTHARD ST,308300
1766 SOUTHARD ST,288000
1776 SOUTHARD ST,264900
1788 SOUTHARD ST,316000
1798 SOUTHARD ST,282400
2621 HUGHS DR,404000
2633 HUGHS DR,324700
2645 HUGHS DR,358400
CAROL DRESELLY,401900
2669 HUGHS DR,401600
2681 HUGHS DR,321400
2693 HUGHES DR,316300
1843 POWELL,352500
MICHELLE DEYOUNG SOLOWAY,378200
1817 POWELL ST,308800
1831 MACCULLEN DR,315100
1821 MACCULLEN DR,346000
1811 MACCULLEN DR,389000
1801 MACCULLEN DR,341100
1874 GRENFELL CT,347600
1884 GRENFELL CT,324900
RONDA L GRASSI,361600
1895 GRENFELL CT,335700
1887 GRENFELL CT,328000
1879 GRENFELL CT,349300
1871 GRENFELL CT,348000
1789 MACCULLEN DR,367300
1779 MACCULLEN DR,347600
1769 MACCULLEN DR,324600
1858 WILLIAMS CT,345800
1866 WILLIAMS CT,319100
1874 WILLIAMS CT,359000
1873 WILLIAMS CT,340900
1867 WILLIAMS CT,347700
1859 WILLIAMS CT,318700
1759 MACCULLEN DR,331900
1749 MACCULLEN DR,350800
1739 MACCULLEN DR,295400
1729 MACCULLEN DR,383800
1822 POWELL ST,312700
970 MIAMI WAY,324700
2425 CANYON BLVD 200,317700
1864 POWELL ST,372500
1864 POWELL ST,372500
1874 POWELL ST,321300
ROBERT L JACOBS TRUST,342000
2741 HUGHS DR,315600
2753 HUGHS DR,368400
2765 HUGHS DR,315300
2777 HUGHS DR,364400
2791 HUGHS DR,302100
2803 HUGHS DR,316000
2815 HUGHS DR,295600
2827 HUGHS DR,312700
2839 HUGHS DR,325700
2851 HUGHS DR,298700
2863 HUGHS DR,332700
PO BOX 1308,330900
2887 HUGHS DR,342100
2899 HUGHS DR,315300
2911 HUGHS DR,319300
1915 HAUCK ST,327900
1901 HAUCK ST,312400
1889 HAUCK ST,383800
1875 HAUCK ST,381300
2966 HUGHS DR,332500
2954 HUGHS DR,321500
2942 HUGHS DR,363500
2930 HUGHS DR,366900
2918 HUGHS DR,321900
2906 HUGHS DR,359600
2894 HUGHS DR,324700
2882 HUGHS DR,313800
2870 HUGHS DR,309300
2870 HUGHS DR,309300
GARY SCHIRMACHER,357900
2846 HUGHS DR,323500
2834 HUGHS DR,344000
2820 HUGHS DR,343500
2808 HUGHS DR,331500
2796 HUGHS DR,290700
2784 HUGHS DR,327100
2772 HUGHS DR,335400
2760 HUGHS DR,311900
2600 BARRYS BLUFF CT,329300
SAHOO SANGHAMITRA,367700
1936 MARCH CT,306000
1944 MARCH CT,325800
1952 MARCH CT,361400
1951 MARCH CT,339200
1945 MARCH CT,346400
1939 MARCH CT,341000
1933 MARCH CT,388600
1904 LARSON CT,301600
1914 LARSON CT,342700
1926 LARSON CT,319100
1936 LARSON CT,363300
DONALD D AUE FAMILY TRUST,326400
1929 LARSON CT,365800
1921 LARSON CT,324200
1915 LARSON CT,381700
1907 LARSON CT,322100
1899 LARSON CT,326500
MELISSA ANNE VARNER,341800
2952 DICKENS ST,335900
2936 DICKENS ST,346800
2922 DICKENS ST,334100
2908 DICKENS ST,344400
2894 DICKENS ST,289400
2878 DICKENS ST,360600
1798 HAUCK ST,334900
1812 HAUCK ST,329600
1826 HAUCK ST,351000
1846 MACMULLEN DR,331000
1850 MACCULLEN DR,325800
1852 MACCULLEN DR,322800
1856 MACCULLEN DR,328700
1860 MACCULLEN DR,376300
MICHAEL J RAUER,363300
1866 MACCULLEN DR,326800
1870 MACCULLEN DR,339700
1874 MACCULLEN DR,317000
1897 MORRIS CT,381200
1891 MORRIS CT,325200
1885 MORRIS CT,298200
DAWN RILEY KELLY,311500
1861 MACCULLEN DR,328300
1851 MACCULLEN DR,321600
1842 HAUCK ST,329400
1856 HAUCK ST,370000
1870 HAUCK ST,315300
1886 HAUCK ST,295000
1900 HAUCK ST,378900
1916 HAUCK ST,299500
1930 HAUCK ST,332500
2935 HUGHS DR,341900
3131 TALL FIR LN NW,362000
PO BOX 750,0
PO BOX 750,0
PO BOX 750,0
PO BOX 791,302400
1938 PEARL ST #200,383000
1938 PEARL ST #200,738797
1938 PEARL STREET,285300
2550 STANFORD AVE,426100
2550 STANFORD AVE,426100
1938 PEARL ST UNIT 203,303200
1938 PEARL ST UNIT 204,306500
2150 ORCHARD AVE,722500
PO BOX 471,80000
1300 TAMARACK AVE,732000
28 W MONUMENT UNIT 502,330500
709 CLARKSON ST,19500
1480 QUINCE AVE UNIT N103,492900
"1818 L STREET, UNIT 413",716000
911 POPLAR PL,660000
923 POPLAR PL,747700
927 POPLAR PL,700000
931 POPLAR PL,724600
BETTY LOU JONES,695100
943 POPLAR PL,723900
947 POPLAR PL,736200
951 POPLAR PL,718000
955 POPLAR PL,734300
963 POPLAR PL,580000
967 POPLAR PL,651500
993 POPLAR PL,638300
SUSAN GIRAGOSIAN,581000
987 POPLAR AVE,662300
987 POPLAR AVE,662300
985 POPLAR AVE,643100
973 POPLAR AVE,655400
971 POPLAR AVE,658500
4616 TRIANGLE AVE  APT 4212,669400
PO BOX 621,680500
946 POPLAR PL,621600
PO BOX 471,52100
6859 N FOOTHILLS HWY STE D-200,2313100
1727 SPRUCE ST,210900
1005 KACHINA DR,449900
8355 GOPHER CT,418600
2821 SPRINGDALE LN,421200
2821 SPRINGDALE LN,421200
2821 SPRINGDALE LN,421200
2821 SPRINGDALE LN,421200
5130 INGERSOLL PL,422000
315 ARAPAHOE UNIT 204,427400
1002 W MAGNOLIA,437300
1002 W MAGNOLIA,437300
1002 W MAGNOLIA,437300
543 KROMER AVE,424500
501 SOPRIS CREEK RD,426300
1559 RUBINO CT,423400
2835 SPRINGDALE LN,440900
3 SADDLE RIDGE DR,356000
2851 SPRINGDALE LANE,347800
3299 HORSELESS CARRIAGE RD  STE H,399900
111 N PARK ST,399800
1325 PACIFIC HWY UNIT 1004,362000
408 SETTLERS VILLAGE CIR,362000
2550 WINDING RIVER RD UNIT 01,420100
24859 PLEASANT PARK RD,399800
24859 PLEASANT PARK RD,399800
927 GLYNDON ST SE,363800
5501 JAY RD,347800
5501 JAY RD,365500
5501 JAY RD,365300
1932 PEARL ST UNIT B,279500
1932 PEARL ST UNIT A,225200
909 WAGONWHEEL GAP RD,37400
1303 MARSHALL ST,1455900
3042 S STEVENS CIR,495900
3052 STEVENS CIR S,437800
3064 STEVENS CR SOUTH,446000
3086 STEVENS CIR S,415000
3096 S STEVENS CIR,455100
3106 STEVENS CIR,429300
3118 S STEVENS CIR,429300
3128 STEVENS CIR SOUTH,448700
3140 STEVENS CIR S,438100
3150 S STEVENS CIR,476900
3162 STEVENS CIR S,485800
3172 S STEVENS CIR,444400
3169 N STEVENS CIR,412500
1365 DREXES ST,499000
3149 N STEVENS CIR,445700
3137 STEVENS CIR N,538900
3127 N STEVENS CIR,477000
LAURIE BECKER DAVIE,505400
3107 N STEVENS CIR,464200
3095 STEVENS CR NORTH,531000
3085 STEVENS CIRCLE NORTH,528100
3075 STEVENS CIR N,477100
3065 N STEVENS CR,496700
NICOLE M ENDERLE,514700
3043 N STEVENS CIR,475000
PO BOX 750,0
PO BOX 750,0
PO BOX 750,0
3082 N STEVENS CIR,450500
3066 STEVENS CIR NORTH,470600
3050 STEVENS CIR N,513700
3051 STEVENS CIR S,408500
3067 STEVENS CIR,482300
1903 BELL DR,509500
404 SUNBIRD CLIFF LN,460100
1857 BELL DR,473200
1835 BELL DR,451000
1834 BELL DR,457900
1820 SOUTHARD ST,483600
1872 BELL DR,495200
1892 BELL DR,547000
1910 BELL DR,422300
1930 BELL DR,444800
3113 S STEVENS CIR,438900
3129 STEVENS CIR S,504400
3145 S STEVENS CIR,418900
3161 S STEVENS CIR,483100
3160 STEVENS CR N,442300
3160 STEVENS CR N,442300
3144 STEVENS CR N,445800
3130 STEVENS CIR N,486200
P O BOX 471,400000
PO BOX 2180,258
334 WILD HORSE CIR,1222300
PO BOX 471,2293200
201 REGENTS ADMIN CTR,10189800
500 COMMERCE ST STE 700,2833600
2245 16TH ST,613200
PO BOX 471,197800
PO BOX 471,158200
2019 225 EAST,35700
441 ZANE DR,10500
441 ZANE DR,8400
561 COUNTRY LN,700200
PO BOX 471,1143500
PO BOX 471,1143500
2485 AGATE LANE,7300
PO BOX 280,255700
885 ARAPAHOE AVE,44000
429 CANYON BLVD UNIT 2,499600
4447 N CENTRAL EXPRESS WAY,461000
435 CANYON BLVD UNIT 4,437000
PO BOX 91,18900
194 SOUTH PEAK RD,486600
2060 STONY HILL RD,2148100
PO BOX 471,1319100
3667 IRIS AVE UNIT 10,358500
6991 JAY RD,338700
PO BOX 791,33600
PO BOX 791,143400
PO BOX 791,0
PO BOX 791,404000
PO BOX 791,185200
