mailingAddr1,bldAssessedVal
2901 PRINCE CR,26204
PO BOX 791,
3372 16TH ST,22320
3374 16TH ST,26244
330 PEARL ST,118610
1244 PINE ST # 209,147610
HIGHWAY OFFICE BUILDING,
626 CASCADE AVENUE,11144
2800 KALMIA AVE CA 118,11821
2800 KALMIA AVE UNIT C119,12004
2800 KALMIA AVE C-216,12633
2800 KALMIA AVE C-217,12410
5868 S PAINTBRUSH CT,12067
2800 KALMIA AVE C219,12258
3525 28TH ST APT 102,12004
PO BOX 18182,12155
CLAYTON B,12083
2800 KALMIA AVE APT C318,12083
2800 KALMIA DR UNIT C319,12004
2800 KALMIA AVE UNIT C320,12266
1305 SUMAC,22288
836 WALNUT ST UNIT A,28608
337 ARAPAHOE AVE UNIT 101,30829
PO BOX 500579,33774
610 MARKET ST UNIT 203,29476
836 WALNUT STREET UNIT E,46065
2425 CANYON BLVD. #110,48874
2425 CANYON BLVD. #110,48874
36800 BOULDER CANYON DR,30208
PO BOX 791,
PO BOX 791,
PO BOX 791,
3804 ABEYTA CT,18722
3803 ANGELOVIC CT,18459
3815 ANGELOVIC CT,17966
3827 ANGELOVIC CT,18292
3839 ANGELOVIC CT,17353
3851 ANGELOVIC CT,18101
4310 9TH ST,17249
3836 ANGELOVIC CT,17305
3824 ANGELOVIC CT,17743
3812 ANGELOVIC CT,17409
2889 VALMONT RD,17225
3805 FREDERICKS CT,18300
3817 FREDERICKS CT,17639
3829 FREDERICKS CT,17870
1257 N CEDARBROOK RD,16270
8853 FREDERICKS CT,18603
3850 FREDERICKS CT,18372
3838 FREDERICKS CT,17337
DONALD H WILKERSON,16565
3814 FREDERICKS CT,18396
3808 FREDERICKS CT,16995
3807 HAUPTMAN CT,18411
4801 PRESERVE PKWY N,17767
2693 HUGHES DR,17998
3843 HAUPTMAN CT,17210
2800 KALMIA AVE UNIT B206,17799
2475 LEE HILL DR,16668
3840 HAUPTMAN CT,17273
3828 HAUPTMAN ST,17703
3816 HAUPTMAN CT,17568
3810 HAUPTMAN CT,17608
3809 HOWE CT,18173
PO BOX 269,17814
3833 HOWE CT,18404
3833 HOWE CT,18404
3857 HOWE CT,16891
3854 HOWE CT,18539
5725 N ORCHARD CREEK CIR,16071
3830 HOWE CT,18268
3818 HOWE CT,18284
3812 HOWE CT,18197
3812 HOWE CT,18197
REPLAT B HOMEOWNERS ASSOC,
REPLAT B HOMEOWNERS ASSOC,
REPLAT B HOMEOWNERS ASSOC,
REPLAT B HOMEOWNERS ASSOC,
REPLAT B HOMEOWNERS ASSOC,
1293 QUINCE AVE,18841
1325 QUINCE AVE,19510
1357 QUINCE AVE,18905
1389 QUINCE AVE,17870
4885 DARWIN CT,22702
4877 DARWIN CT,24254
4871 DARWIN CT,25010
4869 DARWIN CT,18905
4865 DARWIN CT,20704
4857 DARWIN CT,24732
4851 DARWIN CT,24994
4852 DARWIN CT,22933
4859 CURIE CT,19765
4853 CURIE CT,20513
4867 CURIE CT,23410
4861 CURIE CT,23132
4858 DARWIN CT,23148
331 HOLLAND HILLS RD APT 12,23554
4873 CURIE CT,23681
4879 CURIE CT,23713
4891 CURIE CT,22981
4884 DARWIN CT,20394
4892 DARWIN CT,21213
4894 CURIE COURT,21389
4886 CURRIE CT,20322
5051 PELICAN COLONY BLVD #602,20505
4878 CURIE CT,21349
4866 CURIE CT,20712
4862 CURIE CT,21213
4860 CURIE CT,22734
4850 CURIE CT,21237
4848 CURIE CT,21221
,
4893 DARWIN CT,21962
1630 30TH ST #252,23116
PO BOX T,25074
3120 BROADWAY,14288
7860 ARAPAHOE RD,19374
1426 WICKLOW ST,
6171 FLAGSTAFF RD,26340
1155 ORANGE PL,29436
1821 QUINCE AVE,22702
3563 4TH ST,64707
P O BOC 471,
6500 ARAPAHOE RD,
5942 GUNBARREL AVE #A,13222
5942 GUNBARREL AVE UNIT 38C,12983
6204 OLD BROMPTON RD,13222
310 WENDELEEN WY,16939
5942 GUNBARREL AVE UNIT F,14822
5942 GUNBARREL AVE UNIT F,14822
5942 GUNBARREL AVE UNIT F,14822
5946 GUNBARREL AVE UNIT A,13222
5946 GUNBARREL AVE UNIT B,16501
5946 GUNBARREL AVE UNIT C,13444
5788 KNOLL CREST CT,13222
50 WOODMEN CT,16501
5527 STONEWALL PL,
2025 BLUFF ST,27940
PO BOX 1633,
2432 BLUFF ST,30137
3547 4TH ST,78215
3535 4TH ST,80428
3535 4TH ST,
PO BOX 471,
PO BOX 471,
2954 KALMIA AV #44,
PO BOX 370,
5527 STONEWALL PL,
1538 N 75TH ST,
1538 N 75TH ST,
4626 MACARTHUR LN,
939 MEADOW GLEN DR,30789
2938 KALMIA AVE APT 13,16262
2938 KALMIA AV UNIT 14,15840
2938 KALMIA AVE UNIT 15,22646
3535 VERDE VISTA DR,22646
1631 EMERSON ST APT 309,22734
2938 KALMIA AV 18,23251
919 CEDAR AVE,17488
NANCY ANN HEDL TRUSTEE,16636
2938 KALMIA #21,21492
PO BOX 2179,22845
2938 KALMIA AVE UNIT 23,26300
4184 S GRANBY CIR,27573
2938 KALMIA AVE UNIT 25,17034
PO BOX 335,17082
2938 KALMIA AVE APT 27,24135
99 ARROYO CHICO,24899
2430 LINKS PL,17966
24 SANDRA CT,14726
2960 SHADOW CREEK DR UNIT 104,16398
4191 S HAMPTON CIR,17966
4191 S HAMPTON CIR,17966
96 BOULEVARD AVE,13994
2907 SHADOW CREEK DR UNIT 104,13134
2962 SHADOW CREEK DR 109,12871
2960 SHADOW CREEK DR 110,12871
2950 SHADOW CREEK DR UNIT 111,14089
139 SETON WAY,15657
4850 S AMMONS ST UNIT 958,18332
6110 CHELSEA MANOR CT,15920
2400 28TH ST,15028
2926 SHADOW CREEK DR UNIT 204,15028
2907 SHADOW CREEK DR UNIT 104,16270
2962 SHADOW CREEK DR  UNIT 206,18977
2400 28TH ST,15904
2907 SHADOW CREEK DR,14384
2962 SHADOW CREEK DR UNIT 209,13142
230 5TH ST,13142
3822 LAKEBRIAR DR,14384
2960 SHADOW CREEK DR  UNIT 212,14352
2907 SHADOW CREEK DR UNIT 104,18356
P O BOX 2137,16286
2960 SHADOW CREEK DR APT 303,15052
PO BOX 775748,15052
2960 SHADOW CREEK DR UNIT 305,16286
PO BOX 1127,18356
PO BOX 1127,18356
1044 LINCOLN PLACE,14296
2962 SHADOW CREEK DR UNIT 308,14400
2962 SHADOW CREEK DR UNIT 309,13158
68-3758 PIKI PL,13158
9528 STARMONT RD,16700
2960 SHADOW CREEK DR 312,14368
44029 WYNGATE DR,
1619 JIMSON CT,33225
1625 JIMSON CT,29723
1633 JIMSON CT,31514
1649 JIMSON CT,30232
3417 IRIS CT,
1634 JIMSON CT,28361
6 GLADSTONE AVENUE,32787
1610 JIMSON CT,29030
2076 OAK AVE,27725
PO BOX 471,
1740 SPRUCE ST,38447
620 LOCUST AVE,35311
620 LOCUST AVE,35311
620 LOCUST AVE,35311
1190 LINDEN AVE,49344
1180 LINDEN AVE,40604
834 NORTH ST,18332
PO BOX 791,
4128 AUTUMN CT,15299
6500 ROCK SPRING DR STE 5,18205
4131 AMBER ST,17106
4052 CRYSTAL CT,17162
4052 CRYSTAL CT,17289
4060 CRYSTAL CT,17775
4129 AMBER ST,15976
590 NORTHSTAR CT,16469
590 NORTHSTAR CT,16366
5045 51ST ST,16565
4053 DAWN CT,16111
4068 CRYSTAL COURT,16883
KOCHNEFF-LAKE LIVING TRUST,16772
4076 CRYSTAL COURT,17297
2967 FOOTHILLS RANCH DR,16421
4098 DAWN CT,16597
4055 DAWN CT,18380
4057 DAWN CT,17576
4059 DAWN CT,16406
73 BOULDER RIDGE RD,17998
73 BOULDER RIDGE RD,17998
4088 DAWN CT,17735
4086 DAWN CT,17560
4086 DAWN CT,17560
245 S GARFIELD ST,17194
4082 DAWN CT,16127
4800 DAWN CT,16636
4076 DAWN CT,17353
4072 DAWN CT,16804
4070 DAWN CT,16238
4068 DAWN CT,17695
8590 W 65TH WAY,18618
4063 DAWN CT,17162
9975 WADSWORTH PKWY K2,
9975 WADSWORTH PKWY K2,
PO BOX 6873,
969 MEADOW GLEN DR,30749
148 LAB RD,
985 MIAMI WAY,18276
1709 PINE ST UNIT 6,22535
770 WALNUT ST UNIT B,30208
770 WALNUT STREET UNIT A,22439
770 WALNUT UNIT D,30527
15364 LIPAN ST,22535
15364 LIPAN ST,22535
8552 SPRINGFIELD AVE,30208
913 BELMONT AVE E,22439
3705 ALBERT RD,30646
6050 GUNBARREL AVE UNIT A,13230
6050 GUNBARREL AV B,11876
6050 GUNBARREL AVE UNIT C,14145
6050 GUNBARREL AVE APT D,13667
PO BOX 932,12513
6050 GUNBARREL AVE UNIT F,12266
6050 GUNBARREL AV G,12513
670 GRAPE AVE,11423
PO BOX 791,
1510 28TH ST 200,418934
4609 FIELD CT,28043
211 PEARL ST,49798
3033 IRIS AVE,30495
4951 W 98TH AVE,
19 RIDGE RD,
HIGHWAY OFFICE BUILDING,
1530 REDWOOD AVE,26188
130 HUMMINGBIRD LN,15610
979 MEADOW GLEN DR,35112
PO BOX 7478,10937
NATIONAL PARK SERVICE,
3570 19TH ST,24182
3580 19TH ST,21572
1919 YARMOUTH AV,307893
125 MEADOWLOOK WAY,89526
4620 LEE HILL DR,15068
3949 19TH ST,28895
3644 MEADOW PARK LOOP NE,
2535 SUMAC AVE,28354
756 WEST LOCUST AVE,40198
584 CRESCENT LAKE RD,
2215 20TH ST,23339
2332 18TH ST,29850
3165 10TH ST,28656
1234 REDWOOD AVE,21993
1256 REDWOOD AVE,21341
1288 REDWOOD AVE,22973
15 CENTRAL PARK W 4B,25361
1324 REDWOOD AVE,24143
3870 NEWPORT LN,22774
1348 REDWOOD AVE,23944
1360 REDWOOD AVE,25074
,
,
350 PONCA PL,852600
PO BOX 791,
5097 FLAGSTAFF RD,22447
ANDERSON,
2708 SW 45TH ST,12585
PROTECTION DISTRICT,
301 VALLEY LN,20027
3080 22ND ST,
440 UTICA AVE,42172
436 UTICA AVE,78478
428 UTICA AVE,60942
424 UTICA AVE,46327
420 UTICA AVE,42411
NANCY A RAO,48166
445 UTICA ST,
445 UTICA ST,
3107 GAMOW LN,21802
3113 GAMOW LN,23999
3108 GAMOW LN,24143
3908 93RD AVE N,22805
3103 GATLING LN,24756
3109 GATLING LN,21993
10261 SAGECREST ST,22750
3110 GATLING LN,23227
3104 GATLING LN,23514
3105 GALILEO LN,23633
3111 GALILEO,22391
3118 GALILEO LN,25774
7397 BROCKWAY DR,24915
3107 KINGS RIDGE BLVD,27287
5928 BRANDYWINE CT,25623
4894 KINGS RIDGE BLVD,26618
3116 47TH ST,
3116 47TH ST,
3116 47TH ST,
1555 TAMARACK AVE,40222
PO BOX 791,
PO BOX 791,
PO BOX 791,
PO BOX 791,
2941 6TH ST,30710
590 DELLWOOD AVE,33217
PO BOX 471,2615220
1215 FOURTH AVE STE 600,1091038
129 W BLEEKER ST,
PO BOX 791,
6172 HABITAT DR,19040
6174 HABITAT DR,17393
6176 HABITAT DR,18626
6178 HABITAT DR UNIT 22,20067
6180 HABITAT DR,18212
6182 HABITAT DR,20346
6184 HABITAT DR,18212
1946 LEFTHAND CANYON DR,34586
4620 CHESTNUT LN,20696
4624 CHESTNUT LN,20346
4628 CHESTNUT LN,21763
4632 CHESTNUT LN #4,20696
7137 CEDARWOOD CIR,20728
4640 CHESTNUT LN,19406
4648 CHESTNUT LN,19749
7460 SINGING HILLS CT,8947
757 QUINCE CIR,15586
29710 DENALI LN,14957
281 S OGDEN ST,14161
824 ROCKWAY PL,14161
1431 UPLAND AVE,19001
2201 PEARL ST APT 204,18228
317 S LINCOLN ST,18228
2201 PEARL ST UNIT 208,17257
4990 MEREDITH WAY 1-101,11232
4990 MEREDITH WAY UNIT 102,15586
4990 MEREDITH WAY 111,14272
4990 MEREDITH WAY UNIT 112,15586
3050 5TH ST,8430
PO BOX 10517,14105
3046 ORCHARD HILL,15594
3046 ORCHARD HILL,15594
111 HILLSIDE AVE,16692
4450 ARAPAHOE AVE STE 100,12640
4990 MEREDITH WAY 302,9456
4990 MEREDITH WY B303,13747
4990 MEREDITH WAY UNIT 311,18133
23 EAGLES DR,39959
2560 GRAPE AVE,22766
630 LOCUST AVE,32278
652 LOCUST AVE,32373
674 LOCUST AVE,32278
696 LOCUST AVE,32477
700 LOCUST AVE,38057
712 LOCUST AVE,41838
734 LOCUST AVE,35326
760 LOCUST AVE,37364
337 ARAPAHOE AV UNIT 101,37818
337 ARAPAHOE AVE 102,33313
337 ARAPAHOE AVE APT 104,37818
337 ARAPAHOE AVE 201,41105
7501 MASTERS DR,34602
337 ARAPAHOE AVE 203,33313
385 FOX DR,37818
VIA S AGOSTINO 181A,37245
VIA S AGOSTINO 181A,37245
VIA S AGOSTINO 181A,37245
337 ARAPAHOE AVE 302,35326
337 ARAPAHOE AVE UNIT 303,35326
337 ARAPAHOE #304,37818
2525 ARAPAHOE AVE UNIT E4 PMB 125,16302
5930 GUNBARREL RD UNIT C,13524
6627 S ATCHISON WAY,13548
5930 GUNBARREL AVE UNIT E,16302
5930 GUNBARREL AVE,14002
3212 CRIPPLE CREEK TR,13118
4778 KINGS RIDGE BLVD,17424
5932 GUNBARREL AVE UNIT C37,14312
5932 GUNBARREL  #D,12410
16550 FARLEY RD,16302
213 HIGH VIEW DR,14002
4467 ABERDEEN CT,13118
4467 ABERDEEN CT,13118
5934 GUNBARREL AVE UNIT E,16302
5934 GUNBARREL AV C,13588
1412 BURESH AVE,13118
1412 BURESH AVE,13118
5934 GUNBARREL RD #E,16302
5934 GUNBARREL RD UNIT F,12792
4663 DAPPLE LN,19797
4667 DAPPLE LN,19797
19781 WILD OAK WAY,20338
4647 DAPPLE LN,21373
701 S TAYLOR STE 500,19924
4655 DAPPLE LN,19621
20808 PAMELA WAY,20561
PO BOX 17253,20895
4656 DAPPLE LN UNIT 3,21492
4656 DAPPLE LN UNIT 3,21492
1525 SPRUCE ST STE 300,28420
1689 COUNTY RD 83,49010
620 PEARL ST B,20696
620 PEARL ST UNIT C,20163
620 PEARL ST UNIT D,27319
812 WALNUT ST UNIT D,28656
703 10TH ST,25488
9300 SPRINKLERWOOD LN,28457
655 UTICA,28775
510 NORTH STAR CT,28775
824 WALNUT ST APT C,31784
2560 GRAPE AVE,31784
3317 BLAKE ST STE 100,46988
3400 W 69TH ST,46988
PO BOX 25287,
PO BOX 791,
501 SOPRIS CREEK RD,
7076 INDIAN PEAKS TRAIL,19964
1055 LEHIGH ST,
9596 METRO AIRPORT AVE,
2457 BLUFF ST,28409
1050 WALNUT ST STE 402,
D ABBOTT LIVING TRUST UND 1/2 INT EACH,30041
5960 GUNBARREL AVE UNIT A,13421
5960 GUNBARREL AVE UNIT B,14623
1938 PEARL ST APT 204,13421
5960 GUNBARREL AV D,11375
5960 GUNBARREL AVE,13421
2525 ARAPAHOE AVE UNIT E4 PMB 104,12043
5960 GUNBARRELL AVE G,13421
510 NORTH STAR CT,28895
7200 SUNSHINE CANYON DR,28895
510 NORTH STAR CT,31522
812 D WALNUT ST,27892
812 WALNUT ST UNIT E,47720
812 WALNUT ST UNIT F,54255
8250 CREEK HOLLOW,48787
8280 VALMONT RD,49033
8240 CREEK HOLLOW RD,44321
8240 CREEK HOLLOW RD,44321
8280 VALMONT RD,
1998 ALPINE AVE,34053
PO BOX 1799,
2313 MAPLETON AV,33137
STEFFIE GOODMAN,24947
PO BOX 4237,156374
4771 VALHALLA DR,28187
2497 KELLER FARM DR,37770
2449 KELLER FARM DR,38972
2411 KELLER FARM DR,39896
2363 KELLER FARM DR,39903
2345 KELLER FARM DR,37531
2340 KELLER FARM DR,37635
2372 KELLER FARM DR,35764
2424 KELLER FARM DR,68185
2424 KELLER FARM DR,68185
2466 KELLER FARM DR,38893
2538 KELLER FARM DR,40668
2580 KELLER FARM DR,32628
3805 NORWOOD CT,
2674 WINDING TRAIL DR,33639
2672 WINDING TRAIL DR,48644
2671 WINDING TRAIL DR,33106
2669 WINDING TRAIL DR,33257
J DOUGLAS JENSEN TRUST 1/2,35764
2672 WINDING TRAIL DR,
5495 BASELINE RD,165097
3025 47TH ST STE 2,114144
3025 47TH ST STE 2,97759
3015 47TH ST UNIT E-1,212889
3025 47TH ST  STE 1,0
PO BOX 471,
6140 HABITAT DR,18053
ABDULRHMAN MOKRIN PO BOX 30250,19152
6144 HABITAT DR,19685
6144 HABITAT DR,19685
6146 HABITAT DR,19176
3018 7TH ST,
450 GREGORY LN,56221
6525 GUNPARK DR STE 370-507,
6525 GUNPARK DR STE 370-507,
6525 GUNPARK DR STE 370-507,
PO BOX 4575,
4850 BALDWIN PL,
4804 GIBBS AVE,
1506 ASPEN CT,
,
7045 SULFUR LN,
7045 SULFUR LN,
2201 PEARL ST UNIT 42,14495
2061 VIA TAORMINA,14495
4949 S SYRACUSE ST STE 430,569212
1375 WALNUT ST. SUITE 10,
5995 ARAPAHOE AVE,
PO BOX 1029,
UNKNOWN,
5636 PENNSYLVANIA AVE,32150
4980 MEREDITH WAY 101,15538
4980 MEREDITH WAY UNIT 102,15148
4980 MEREDITH WAY UNIT 111,13906
4980 MEREDITH WAY UNIT 112,15259
4980 MEREDITH WAY UNIT 201,15856
4980 MEREDITH WAY II - 203,14264
PO BOX 3052,15235
3762 WONDERLAND HILL,18682
2409 N UPTON ST,17918
1150 S COLONY WAY,15538
2861 N LAKERIDGE TRL,8987
606 QUINCE CIR,14105
4980 MEREDITH WAY UNIT 311,11733
10466 FOUR MILE CANYON DR,
PO BOX 1707,37205
3639 21ST ST,160144
3686 19TH ST,42992
2215 SPOTSWOOD PL,81152
3629 21ST STREET,46757
840 VINE ST,19239
72 RIDGE RD,14933
134 ARABIAN WAY,18061
10030 CAMBRIC CT,21834
2807 SUNDOWN LN UNIT 107,21834
2807 SUNDOWN LN UNIT 107,21834
2400 28TH ST,14758
2807 SUNDOWN LN UNIT 109,14933
2614 LOUISE AVE,14933
2614 LOUISE AVE,14933
2614 LOUISE AVE,14933
8547 E ARAPAHOE RD UNIT J,16437
2805 SUNDOWN LN 112,21834
935 LINDEN AVE,23076
454 HIGHLAND AVE,15243
2807 SUNDOWN LN UNIT 204,15243
PO BOX 6676,18435
3045 WINDJAMMER DR,22296
2805 SUNDOWN LN UNIT 207,22296
8980 E BIG CANON PL,15068
6229 S IOLA WAY,15243
24 W 480 EUGENIA DR,15243
24 W 480 EUGENIA DR,15243
4950 LAMBS ROAD,16780
2802 SUNDOWN LN 301,23092
2550 WINDING RIVER RD UNIT 01,29563
1750 NE 12TH ST,24103
1821 ROSSMONT DR,24795
1821 ROSSMONT DR,24795
5826 SPURWOOD CT,28513
5826 SPURWOOD CT,28513
3005 MAIN ST UNIT 419,22320
31 ROYAL VALE DR,22320
4390 CADDO PKWY,25376
2802 SUNDOWN LN 301,24795
2400 28TH ST,24795
2940 CHESAPEAKE AVE,26626
1625 17TH ST STE 300,22320
PSC 3 BOX 591,16278
540 MOHAWK DR UNIT 16,19414
7076 INDIAN PEAKS TRL,27104
7092 INDIAN PEAKS TRL,37460
5045 N 51ST ST,65081
2889 VALMONT RD,37014
5504 AZTEC CT,37014
2554 MAPLETON AVE,21970
1329 CEDAR AVE,28433
1664 EMERSON,28736
JONATHAN ANGUS,16215
4176 15TH ST,24580
4176 15TH ST,24580
4164 15TH ST,26443
PO BOX 471,
PO BOX 791,
614 10TH ST,60385
6160 HABITAT DR,19414
6162 HABITAT DR,18348
PO BOX 20364,19414
6 DEBRA ANN RD,
1128 PINE ST,725
9123 NE JUANITA DR NO.616,12633
9123 NE JUANITA DR NO.616,12633
9123 NE JUANITA DR NO.616,12633
9123 NE JUANITA DR NO.616,12633
PO BOX 7188,11375
8774 YATES DR STE 210,
8774 YATES DR STE 210,87560
7744 VALMONT RD,47003
PO BOX 4147,
1213 CRESTMOOR DR,12824
65 RUDI LN,23562
7410 SINGING HILLS CT,8907
1119 1ST AVE UNIT 401,
728 UNIVERSITY AVE,26356
4198 19TH ST,28608
DIANE LIEBERT,29070
620 NORTH ST,30336
620 NORTH ST,28568
THOMAS J PFEIFFER,36051
1837 WALNUT ST UNIT E,33321
620 NORTH ST,33854
1244 GILLASPIE DR,91850
1216 GILLASPIE DR,30113
1111 W EL CAMINO REAL 109-111,41623
BENSKO  LIVING TRUST,39888
3178 REDSTONE RD,39911
24 RIDGE WAY,44409
616 TUNNEL 19 RD,10961
2962 KALMIA AVE  #29,24994
2962 KALMIA AVE UNIT 30,25249
2962 KALMIA AVE UNIT 31,25249
2962 KALMIA AVE UNIT 32,25249
447 KALMIA AVE,24485
840 LOCUST AVE,31768
850 LOCUST AVE,33010
1215 FOURTH AVE STE 600,960161
1215 FOURTH AVE STE 600,704294
1215 FOURTH AVE STE 600,1293632
1215 FOURTH AVE STE 600,634549
1215 FOURTH AVE STE 600,1743132
2225 BLUFF ST,28099
1790 OAK AVE,30503
1800 OAK AVE,26642
1815 NORWOOD AVE,29062
1825 NORWOOD AVE,27263
1825 NORWOOD AVE,27263
8229 CLAYTON STE 202,39856
1375 WALNUT ST. SUITE 10,
900 LEFTHAND CANYON DR,
2489 GROSS DAM RD,15411
1901 POPLAR AVE,25392
PO BOX 791,
PO BOX 791,
189 VALLEY VISTA LN,15315
960 7TH ST,36011
EQR RE TAX DEPT,1142260
508 COUNTRY LN,46008
2930 BLUFF ST UNIT 321,3821
2930 BLUFF ST UNIT 321,3821
7372 OLD STAGE RD,
PO BOX 1,
4 LYFORD DR UNIT 0,26188
3675 CUBA RD,
PO BOX 791,
1777 BROADWAY,
3993 N 26TH ST,38773
2555 PREMIER PL,45643
2520 AGATE LN,41742
2510 AGATE LN,42634
2480 AGATE LN,47426
2470 AGATE LN,52082
2460 AGATE LN,38948
2450 AGATE LN,43239
2455 AGATE LN,37699
2465 AGATE LN,37396
2475 AGATE LN,65304
2485 AGATE LANE,44218
8556 FLAGSTAFF RD,29850
6410 ODELL PL,189080
4964 VALKYRIE DR,33026
PO BOX 1795,33026
5891 BRIDAL PATH LN,33026
2995 JEFFERSON ST,33711
1306 SHERMAN ST,33026
2595 HUNTSFORD PL,33026
4481 TULE LAKE DR,24023
2025 BLUEBELL AV,33026
1664 EMERSON ST,33026
2400 28TH ST,33026
625 PEARL ST UNIT 25,30280
137 DOREEN DR,22981
510 NORTHSTAR CT,30208
750 WALNUT ST UNIT B41,23601
750 WALNUT ST UNIT B,29364
2030 10TH ST,25735
750 WALNUT ST UNIT D,29444
31937 HWY 72,11478
32055 HWY 72,11518
,
932 LOCUST AVE,37850
999 VIOLET AVE,34769
40 BUCKFIELD LN,63815
40 BUCKFIELD LN,
547 UTICA AVE,27669
172 TALL PINE LN,56476
1931 GROVE ST,17639
ATMOSPHERIC RESEARCH/ATTN:DAN WILSON,140302
MUNICIPAL BUILDING,
1921 TYLER RD,15872
862 UNION AV,50960
865 UTICA AV,42331
835 UTICA AVE,34029
315 ARAPAHOE UNIT 102,33655
315 ARAPAHOE AV #103,33655
315 ARAPAHOE AVE,37452
315 ARAPAHOE AVE UNIT 201,37452
3407 GREEN CIR,36266
315 ARAPAHOE AVE UNIT 203,33655
315 ARAPAHOE AVE APT 204,37452
4901 S FRANKLIN ST,36321
4901 S FRANKLIN ST,35693
315 ARAPAHOE AVE UNIT303,38463
315 ARAPAHOE AVE UNIT 304,37452
1177 CASCADE AVE,42037
1153 CASCADE AVE,34745
1958 LEFTHAND CANYON,10985
1922 LEFTHAND CANYON DR,17854
2132 LEFTHAND CANYON DR,24143
2144 LEFTHAND CANYON DR,17743
2180 LEFTHAND CANYON DR,26093
P O BOX 3067,21802
1406 E MAIN ST UNIT 200,27701
9083 FOUR MILE CANYON DR,28791
4378 LARIAT WAY,25416
755 PLEASANT ST,
755 PLEASANT ST,
MICHELLE BAUER CARPENTER,23530
3966 15TH ST,27168
1835  38TH STREET,248617
4225 26TH ST,40819
2590 TAMARACK AVE,40636
2590 TAMARACK AVE,40636
BRANDES,34300
4224 TAMARACK CT,33321
4244 TAMARACK CT,32150
4249 TAMARACK CT,33448
4221 TAMARACK CT,33512
4209 TAMARACK CT,33782
2226 PINE ST,21890
1630 30TH ST #252,21484
P O BOX 471,
6676 GUNPARK DR,79721
7132 BASELINE RD,11044
1281 E MAIN ST,742603
3228 11TH ST,29444
PO BOX 1426,33894
5610 PENNSYLVANIA AVE,35255
5600 PENNSYLVANIA AVE,38192
1645 BEAR MOUNTAIN DR,29205
2954 KALMIA AVE #34,20640
2650 E TENNESSEE AVE,20640
PO BOX 20218,20640
2954 KALMIA AVE UNIT 37,20640
1375 WALNUT ST.SUITE 10,188848
PO BOX 791,
1680 BALSAM AVE,376283
1680 BALSAM AVE,376283
2225 PINE ST,27422
1655 OAK AV,25544
1777 BROADWAY,
P O BOX 471,
PO BOX 660248,
1777 BROADWAY,
P O BOX 471,
P O BOX 471,
777 15TH ST,37428
2500 30TH ST UNIT 303,45062
895 RAINLILLY LN,53332
905 RAINLILLY LN,45006
905 RAINLILLY LN,45006
925 RAINLILLY LN,38439
935 RAINLILLY LN,38948
945 RAINLILLY LN,35820
955 RAINLILLY LN,45635
995 QUINCE AV,43286
965 RAINLILLY LN,38423
936 RAINLILLY LN,40516
926 RAINLILLY LN,42642
752 15TH ST,35056
752 15TH ST,35056
7848 FOURMILE CANYON DR,11247
1799 OAK AVE,39084
PO BOX 20351,23635
1989 OAK AVE,31936
817 QUINCE AVE,44536
801 QUINCE AVE,49575
321 ALDER LN,89749
321 ALDER LN,
2313 PINE ST,
3281 HAWTHORNE HOLLOW,
1435 SUMAC AVE,26929
4960 SOUTH CLINTON ST,
10391 CASTINE AVE,29930
6853 CASA LOMA AVE,19255
2255 24TH ST,28377
2330 9TH ST,44664
5958 GUNBARREL AVE UNIT A,15243
5958 GUNBARREL AVE UNIT B,14591
35 CONEY CT,15243
17540 E CASPIAN PL,13962
5958 GUNBARREL AVE UNIT E,14408
5958 GUNBARREL AVE F,15243
5958 GUNBARREL AVE UNIT G,14591
6010 SUGARLOAF RD,14487
4850 BALDWIN PL,
10914 REMMICK RIDGE RD,39147
2501 WALNUT ST STE 212,28759
1880 HAWTHORN AVE,31012
1880 HAWTHORN AVE,31012
3351 19TH ST,24732
466 PONDEROSA DR,49304
DIRECTOR OF OPEN SPACE,
199 S 80TH ST,56516
PO BOX T,571851
1303 SUMAC AV,23291
1921 CEDARWOOD PLACE,22320
3393 SENTINEL DR,26578
3305 SENTINEL DR,27160
3397 SENTINAL DR,26777
3392 SENTINEL DR,
3392 SENTINEL DR,
2114 BLUFF ST,28951
325 HOPI PL,30845
3232 11TH ST,28043
CLAUDIA STICHT REVOCABLE LIVING TRUST,
PO BOX 791,
719 OAKCREST AVE,37356
9580 W. 199TH ST.,27701
5260 S BEELER CT,14272
1085 BROADWAY ST UNIT 7,25743
3399 PEACHTREE RD NE  SUITE 1010,29635
4010 PIN OAK CT,23116
1251 E PENROSE PL,28680
32 TEMPLAR RD,27701
1085 BROADWAY UNIT 12,14694
500 HIGH ST,16031
1085 BROADWAY UNIT 14,16963
2650 BRIARWOOD DR,33297
309 PINE NEEDLE RD,15124
14080 W 30TH LN,15124
5387 TIGER BEND LN,15124
814 W REDMAN AVE,33265
814 W REDMAN AVE,33265
9325 HUNTING VALLEY RD NORTH,33145
294 WOODVIEW DR,16676
294 WOODVIEW DR,16676
745 JONQUIL PL,20409
1509 BRANDT CT,38757
EMILY EVENSTAR TESSAR,33114
1521 BRANDT CT,33551
1537 BRANDT CT,34960
1528 BRANDT CT,36138
1512 BRANDT CT,37818
1506 BRANDT CT,36059
1506 BRANDT CT,36059
5337 GANDHI DR,33750
5325 GANDHI DR,31896
5313 GANDHI DR,38288
1472 CASSIN CT,44297
1468 CASSIN CT,46303
1456 CASSIN CT,39060
